@ TYPE       %05s      "TWISS"
@ SEQUENCE   %05s      "SuperKEKB-HER"
@ PARTICLE   %05s      "ELECTRON"
@ OpticsFile %s       optics$file
@ PC         %le               7.0072900
@ PBUNCH     %le       2.268367489561E10
@ EX         %le       4.540137131516E-9
@ EY         %le       1.13109822909E-13
@ ALFA       %le       4.540768482944E-4
@ Q1         %le              45.5433548
@ Q2         %le              43.6087080
@ DATETIME   %08s     "10/09/2019 18:50:40"
* NAME                TYPENAME                             S                 L              BETX              BETY              ALFX              ALFY               MUX               MUY          DeltaMUX          DeltaMUY                DX                DY               DPX               DPY                 X                 Y               R11               R12               R21               R22
$ %s                  %s                                 %le               %le               %le               %le               %le               %le               %le               %le               %le               %le               %le               %le               %le               %le               %le               %le               %le               %le               %le               %le
  MQLY2LE2            MONI                        48.0578731          .0000000         6.4347425        28.5553359          .4245189        -9.2016363          .8011044         1.2312988          .2245579          .2131111         -.4087194 -6.02325890893E-4          .0397845 -2.03216295745E-4 -2.45665864137E-4 -1.5499162812E-10          .0011607         -.0032127 4.056410289764E-4 -9.37944794011E-4
  MQLY1LE2            MONI                        53.2135731          .0000000         6.9294872       203.0321296         -.5205372       -24.6602020          .9413844         1.2420771          .1402800          .0107784         -.2038487         -.0016498          .0397845 -2.03266320089E-4 -1.22270164441E-4 -4.7189746561E-10          .0032508         -.0247957 4.056410289764E-4         -.0030281
  MQLB1LE             MONI                        55.2235731          .0000000        12.7840533       232.3845264        -2.0033632        -2.7085936          .9767566         1.2435013          .0353721          .0014242         -.1557924         -.0017707          .0199309 -2.32631805907E-5 -9.32248091227E-5 -5.1297656699E-10          .0064606         -.0383055 8.721134814912E-5 -4.83845832655E-4
  MQLB2LE             MONI                        60.0235180          .0000000        80.7475824        35.3951963       -10.7298704        12.7994135         1.0021173         1.2514051          .0253608          .0079038         -.1605103 -7.02014079558E-4         -.0031389 2.481123740388E-4 -9.52013670361E-5 -2.1748743637E-10          .0051243         -.0385162         -.0018125          .0136650
  MQLB3LE             MONI                        68.9853633          .0000000         2.2714401         5.0376758         -.4036247          .8341809         1.1557521         1.6699478          .1536348          .4185427          .0572140 5.967716378280E-5          .0331983 2.557286359889E-6 3.494282631213E-5 8.19176313886E-12 6.653461994574E-4 6.589477404286E-4 -9.27584326909E-5 2.308669302478E-4
  MQLB4LE             MONI                        77.1787307          .0000000        35.2649563        16.8113787         4.2306839        -5.4946025         1.3108111         1.9536908          .1550590          .2837430          .2970464 8.898955001584E-5         -.0376225 2.132400938125E-5 1.802508257483E-4 2.69998477965E-10 7.064499432395E-4          .0032524 2.604826501858E-4          .0015032
  MQLX1LE1            MONI                        81.6354595          .0000000         8.2054496       102.5763492         1.8437163       -13.7604942         1.3529750         1.9707945          .0421638          .0171038          .1295420 1.841693185121E-4         -.0376308 2.135344503504E-5 7.836373334339E-5 6.43633748709E-10          .0018670          .0016324 2.605480089224E-4 3.428235792154E-4
  MQLX2LE             MONI                        88.4954617          .0000000        16.4666891         1.5919895         3.0479915        -2.2037006         1.4544036         2.3834832          .1014286          .4126887          .1686317 3.948703289933E-6         -.0217179 -1.06691767096E-5 1.008479045892E-4 -8.4779591641E-11 3.686508636093E-4          .0026624 2.277405531213E-4          .0022272
  MQLX1LE2            MONI                        94.4554638          .0000000         2.9205055       121.2745294        -1.4439890        17.3735974         1.7438935         2.4447686          .2894899          .0612854          .1459273 2.100374581973E-4          .0441596 -3.51713180187E-5 8.675784834725E-5 -7.3508806187E-10 -2.74842381164E-4          .0057553 1.589716477391E-6 -8.14571766175E-4
  MQLA2LE             MONI                        98.9121927          .0000000        36.7394615        16.0493032        -6.1478543         6.2505859         1.8146343         2.4608642          .0707408          .0160957          .3424953 5.341418246619E-5          .0441488 -3.51692146156E-5 2.035386549727E-4 -2.6030753330E-10 -2.67658495732E-4          .0033198 1.553390371271E-6 -8.21518032740E-4
  MQLA3LE             MONI                       105.2001788          .0000000         7.7184427         2.4726681         -.5374948          .0951143         1.8754494         2.7431185          .0608151          .2822543          .0632056 -9.28427120025E-5         -.0297913 2.611886032356E-6 3.731403379698E-5 5.26900487235E-11 -4.37393926813E-4          .0021908 -5.76412994567E-5 -2.02215783839E-4
  MQLA4LE             MONI                       109.4681120          .0000000        15.3417888         9.0856436        -1.2497684        -1.6455001         1.9395528         2.9213004          .0641034          .1781819         -.0637897 -8.17539986776E-5         -.0297913 2.607515628484E-6 -3.85521620450E-5 2.05302675320E-10 -6.83255626728E-4          .0042426 -5.76412994567E-5 4.364591615364E-5
  MQLA5LE             MONI                       119.0986538          .0000000         9.9504843       217.7861507        -3.1502049        13.1916537         2.3022103         2.9564504          .3626575          .0351499         -.0805316 9.726790219606E-6         -.0030572 1.727694150649E-6 -4.71274788469E-5 9.67067167425E-10 -3.41158610874E-4          .0075801 -1.02622855834E-5 -4.01396237653E-4
  MQLA6LE             MONI                       129.6316140          .0000000       155.3197871        37.7730709        20.2707692        -2.2701479         2.3404016         2.9771340          .0381913          .0206837         -.0993967 3.123724429766E-5          .0189739 7.378365455104E-6 -5.57450605981E-5 3.84180769954E-10          .0012478          .0080633 1.713712084282E-4          .0012795
  MQLA7LE             MONI                       133.7436466          .0000000        33.4995979        59.1830147         9.3723035        -2.9396332         2.3494739         2.9909848          .0090723          .0138508         -.0214666 6.147204536009E-5          .0189739 7.370727129882E-6 -1.11465058793E-5 4.60760331413E-10          .0019521          .0052991 1.713712084282E-4 5.751968061707E-4
  MQLA8LE             MONI                       143.1554475          .0000000        11.1377631         5.5316185          .3498762         -.4550128         2.7738911         3.0825247          .4244171          .0915398          .3918666 1.054068500762E-4         -.0393092 4.278584351250E-5 2.339464468334E-4 7.63543999192E-11 4.493323470769E-5         -.0022163 9.897280677523E-5 -1.02891203381E-4
  MQLA9LE             MONI                       151.6672485          .0000000        15.7303593        22.6774745        -3.4761747         2.8801734         2.9011249         3.2002284          .1272338          .1177037          .4239886 4.323297352607E-5          .1042886 3.580128144397E-6 2.533373276811E-4 -7.8435696732E-11          .0026895         -.0105224 -2.90159860132E-4          .0012150
  MQLA10LE            MONI                       155.1316133          .0000000        49.7719884         7.6470957        -6.3559464         1.4609968         2.9208689         3.2425706          .0197440          .0423422          .7848499 5.526465458513E-5          .1042886 3.642772427518E-6 4.693626229066E-4 -9.2093813345E-11          .0016849         -.0121492 -2.90159860132E-4          .0022197
  MQF4E1              MONI                       159.7521773          .0000000        30.4109179         8.5773556         2.8109717         -.6455828         2.9379683         3.3504564          .0170994          .1078859          .6270144 1.176094793424E-4         -.0549381 1.502765909641E-5 3.750147299566E-4 -1.8537206069E-10 -6.03866787704E-4         -.0090468 2.224532969128E-5 -2.23242040341E-5
  MQD3E1              MONI                       164.5639584          .0000000         7.7564550        18.3282084          .2287248         1.4249299         2.9922929         3.4085248          .0543246          .0580683          .3141138 1.880955848761E-4         -.0172602 -1.40096058338E-5 1.878741166099E-4 -2.9210550935E-10 2.591685844494E-4         -.0062651 2.915379504892E-7 8.214841943753E-4
  MQF2E1              MONI                       175.0138628          .0000000        15.1405503         7.6093371         1.9137412        -1.6773571         3.1656775         3.6110815          .1733846          .2025568          .3509081 9.319204277099E-5         -.0295824 4.667275834431E-5 2.091601590320E-4 -5.8565049093E-11 2.439523065598E-4 -2.78812519234E-4 1.891086124460E-4 6.640158549876E-4
  MQD1E1              MONI                       180.1536167          .0000000         5.1741993        27.0175165         -.7921399         3.6337454         3.2824301         3.6605846          .1167526          .0495031          .2399898 2.819032169704E-4          .0289730 -2.66978004309E-5 1.433514935912E-4 -1.8881181474E-12          .0015324         -.0029375 -1.67647276707E-4 4.614972724619E-4
  MQF2E2              MONI                       183.8933706          .0000000        15.4892510         7.1992011        -1.9677317         1.6687977         3.3509751         3.7037642          .0685450          .0431796          .3482118 1.820610069980E-4          .0289730 -2.66869123641E-5 2.083367401801E-4 4.81298476775E-11 9.057732025476E-4         -.0045980 -1.67647276707E-4          .0010881
  MQD3E2              MONI                       194.3432750          .0000000         7.7211722        18.4735875         -.2032963        -1.5372381         3.5216405         3.9209971          .1706655          .2172329          .3106388 4.243604159889E-5          .0172016 1.189992993445E-5 1.868140452801E-4 2.92781066167E-10 4.822947250523E-4         -.0063299 4.818062016544E-5 -1.87121004535E-4
  MQF4E2              MONI                       199.1550562          .0000000        29.8378062         9.2167506        -2.7421394          .6203141         3.5766362         3.9766943          .0549957          .0556973          .6207571 6.544564016533E-5          .0544562 5.629109814897E-6 3.731105065698E-4 1.90001461516E-10 6.673299796480E-4         -.0064257 -1.22565164445E-4          .0015020
  MQEAE3              MONI                       203.7756202          .0000000        49.0242783         8.3143151         5.7659391        -1.4706898         3.5941210         4.0747020          .0174848          .0980076          .7799397 1.014635123451E-4         -.0955102 2.227048947149E-5 4.693041028232E-4 1.02000464125E-10 1.112701440472E-4 -1.44794884034E-4 2.283832910434E-4          .0016326
  MQD5E3              MONI                       209.5270192          .0000000         7.4619937        30.6999530          .5619326         2.3152704         3.6475399         4.1276058          .0534189          .0529038          .2638455 2.072270314404E-4         -.0423657 -1.55440567501E-5 1.591598438862E-4 7.97585232336E-11 9.690047900868E-4          .0011704 -2.82813058431E-5 1.874348620875E-4
  MQF6E2              MONI                       216.8388196          .0000000         8.6607074         7.8771439         -.7260427          .8030138         3.8289686         4.2054338          .1814286          .0778280          .1590915 8.069463452313E-5          .0133915 5.948876788835E-7 9.686757345447E-5 -5.2280786592E-11 7.605590342676E-4         -.0030180 -2.87317783102E-5 3.963387420269E-4
  MQD5E4              MONI                       225.0506200          .0000000         8.0912533        24.9885048         -.5353156        -1.8045171         4.0121764         4.3129584          .1832078          .1075246          .2656447 -2.28743075461E-4          .0425977 -1.00073540245E-5 1.596992072915E-4 -2.7789205550E-10 8.280052269666E-4         -.0105102 7.605776933337E-5 -7.06100025247E-4
  MQEAE4              MONI                       230.8020191          .0000000        50.0665858         6.7311103        -5.7817407         1.1233067         4.0628430         4.3787978          .0506666          .0658395          .7849013 -7.51765877602E-5          .0960984 3.114401876034E-5 4.707916341534E-4 -1.7334097072E-10          .0013983         -.0121951 -3.07053680313E-4          .0028314
  MQF4E3              MONI                       235.4225831          .0000000        29.7665617         9.3730143         2.8432675         -.8565880         4.0801649         4.4886244          .0173218          .1098266          .6246239 2.555106401981E-5         -.0548216 2.053313208412E-5 3.742697312178E-4 -1.8482979928E-10 -4.63684072815E-4         -.0057696 8.281536710710E-5 5.673788543227E-4
  MQD3E3              MONI                       240.2343642          .0000000         7.1873582        21.5090619          .2669828         1.6118360         4.1373265         4.5396408          .0571617          .0510164          .3124389 1.181156027756E-4         -.0173536 2.002965967315E-6 1.873558916393E-4 -2.1923619536E-10 2.339741908475E-4         -.0026837 3.476163033267E-5 5.190275871491E-4
  MQF2E3              MONI                       250.6842686          .0000000        15.1965742         6.9776133         1.8253448        -1.3983418         4.3228513         4.7261529          .1855248          .1865121          .3483746 9.905983287554E-5         -.0291758 3.578924520442E-5 2.083910849100E-4 7.13008905364E-11 1.022120381090E-6         -.0033822 6.362597414458E-5 -4.61989763608E-4
  MQD1E2              MONI                       255.8240225          .0000000         5.6886480        23.0672665         -.8816199         3.1592597         4.4328385         4.7823634          .1099872          .0562106          .2394005 2.389381822511E-4          .0291840 -2.71987669177E-5 1.431790975142E-4 2.25759003902E-10          .0018933         -.0073664 -2.42267262431E-4          .0010560
  MQF2E4              MONI                       259.5637764          .0000000        16.6429845         6.1015151        -2.0492973         1.3800580         4.4955854         4.8333724          .0627469          .0510090          .3484110 1.372181553433E-4          .0291840 -2.71829724525E-5 2.084125991214E-4 1.48695058873E-10 9.878547984158E-4         -.0071117 -2.42267262431E-4          .0019615
  MQD3E4              MONI                       270.0136808          .0000000         7.0414507        21.8190900         -.1618268        -1.8513527         4.6692848         5.0502317          .1736995          .2168593          .3124857 7.590733657321E-5          .0173545 2.395025942964E-5 1.873835886255E-4 2.05034525482E-10 3.896745480161E-4         -.0027302 7.488888654352E-5 2.634890548280E-5
  MQF4E4              MONI                       274.8254620          .0000000        27.3966584        10.7368189        -2.5586438          .8026545         4.7296315         5.0974412          .0603467          .0472094          .6247085 1.291461018964E-4          .0548282 1.276847501220E-5 3.743194804467E-4 8.75026634038E-11 5.096504065462E-4         -.0034670 -4.04715939043E-5 6.966418992301E-4
  MQEAE5              MONI                       279.4460260          .0000000        45.5922871         8.2124756         5.2994220        -1.2836315         4.7485604         5.1879356          .0189289          .0904944          .7853707 2.085090295718E-4         -.0960790 4.679570538614E-5 4.709618750524E-4 -3.2416684979E-11 4.133616020999E-5         -.0018300 1.083551953858E-4 3.977093577645E-4
  MQD5E5              MONI                       285.1974250          .0000000         7.3524442        27.2975304          .4579529         2.1751899         4.8044653         5.2445383          .0559048          .0566027          .2662879 4.306103381627E-4         -.0424736 -3.18424866217E-5 1.599005916879E-4 -1.7783202532E-10          .0010907         -.0033068 -5.93150391831E-5 3.767022618617E-4
  MQF6E3              MONI                       292.5092254          .0000000         9.4407996         6.6787394         -.7438589          .6419600         4.9746030         5.3355186          .1701378          .0909804          .1607461 3.383903482514E-5          .0132836 1.161409201799E-6 9.735733019141E-5 -1.5667572267E-10 6.553228007619E-4         -.0053354 -5.97700872325E-5 8.142916697642E-4
  MQD5E6              MONI                       300.7210258          .0000000         7.3821771        25.3929071         -.4566952        -2.0048666         5.1587947         5.4531722          .1841917          .1176536          .2644120 -2.39141102351E-4          .0422316 -3.83241833606E-6 1.593155327152E-4 -3.3212239525E-10 9.106013724275E-5         -.0061889 3.962799882942E-5 -3.35195403229E-4
  MQEAE6              MONI                       306.4724249          .0000000        45.6415369         7.6845169        -5.3001687         1.1677880         5.2145506         5.5140442          .0557559          .0608720          .7801977 -4.37940225321E-5          .0954657 3.842823581385E-5 4.693483181382E-4 -1.5119890975E-10 6.728721452114E-4         -.0059475 -1.22255265552E-4          .0013997
  MQF4E5              MONI                       311.0929889          .0000000        27.3933436        10.7889027         2.5633522         -.8814039         5.2334704         5.6077408          .0189198          .0936966          .6206766 1.174686159955E-4         -.0544481 3.457868756085E-5 3.730619772817E-4 -7.4191293441E-11 -9.92135513333E-5         -.0033031 6.986767366943E-5 1.617417932367E-4
  MQD3E5              MONI                       315.9047700          .0000000         7.0165568        22.8303895          .1648058         1.8762433         5.2939334         5.6537471          .0604629          .0460063          .3106042 2.755841038277E-4         -.0171974 -8.30911224644E-6 1.867947918594E-4 -1.5737841812E-11 6.888327879196E-4         -.0036261 -7.67499489847E-6 3.521318288803E-4
  MQF2E5              MONI                       326.3546744          .0000000        16.4594973         6.1476463         2.0171986        -1.2888036         5.4695754         5.8552338          .1756421          .2014867          .3437838 -1.64939368018E-5         -.0285986 9.892704396561E-6 2.070137611691E-4 1.58763385688E-10 -5.73409316525E-4         -.0062923 -3.53746580886E-5 -7.62663038996E-4
  MQD1E3              MONI                       331.4944283          .0000000         5.5710989        21.8846972         -.7781029         2.8704898         5.5757758         5.9169826          .1062004          .0617489          .2373877 2.972701079646E-5          .0292192 3.193107069365E-6 1.425823251138E-4 3.19049645242E-10 9.043452772233E-4         -.0063856 -1.14505664555E-4          .0010460
  MQF2E6              MONI                       335.2341822          .0000000        15.4129321         6.3254238        -1.8551555         1.2925138         5.6418509         5.9684318          .0660751          .0514491          .3465295 4.163036251990E-5          .0292192 3.200577799696E-6 2.078647964753E-4 1.60741465099E-10 4.763790509256E-4         -.0042568 -1.14505664555E-4          .0014739
  MQT1TNE1            MONI                       345.6840866          .0000000         7.1220356        22.7674173         -.2407246        -1.8275375         5.8260672         6.1638183          .1842162          .1953865          .3141368 1.947078385431E-4          .0172483 3.001539937351E-5 1.878891502890E-4 -4.8824182532E-12 8.748332297654E-4         -.0046809 1.163132633006E-4 -3.76891739148E-4
  MQT2TNE1            MONI                       350.8918337          .0000000        20.3228666        29.5558479        -4.2119881         3.3003226         5.9056355         6.1926454          .0795683          .0288272          .5038223 2.852259979797E-4          .0953596 -2.07859799566E-5 3.012947163496E-4 -7.2295422371E-11          .0031505         -.0136582 -3.00580346222E-4          .0013712
  MQTATNE1            MONI                       354.4092937          .0000000        47.0766052        15.2430614         4.4728984        -1.2300517         5.9218066         6.2221221          .0161711          .0294767          .7343139 2.441907926368E-4         -.0773212 3.236614870878E-5 4.395280344488E-4 -9.9154138831E-11         -.0014000         -.0164535 -1.18107251241E-4         -.0015415
  MQT3TNE1            MONI                       359.2821055          .0000000        16.2634591        27.3742980          .6166463         1.1301147         5.9515890         6.2582518          .0297824          .0361297          .3854171 3.766899666668E-4         -.0321445 -9.03377823758E-6 2.309431060930E-4 -2.0405322044E-10 -2.25092521320E-4         -.0144313 2.366402495773E-5 5.631945959579E-4
  MQT4TNE1            MONI                       367.4419758          .0000000        11.8495792        14.4093523         -.0751950          .4582917         6.0514784         6.3255586          .0998894          .0673068          .3260445 -2.36821329811E-4          .0236127 1.656278582588E-5 1.964644325127E-4 -2.2224368468E-10 -3.17820568195E-5         -.0095544 2.372544674626E-5 3.759674925110E-4
  MQTBTNE1            MONI                       371.4602122          .0000000        18.0611253         8.5026640        -1.1010050          .5304876         6.0967809         6.3832386          .0453026          .0576800          .4747455 -1.34693575256E-4          .0394350 2.698031235790E-5 2.864604189738E-4 -1.9587534269E-10 3.742030238669E-4         -.0078972 -1.21980151219E-5 8.312668983846E-4
  MQT5TNE             MONI                       375.4784486          .0000000        10.1745789        15.6008439         1.0131330        -1.4708712         6.1410183         6.4444313          .0442374          .0611927          .3817445 -8.89332695070E-5         -.0341687 8.719140127149E-6 2.305018090981E-4 -2.6376869207E-10 -7.76208190951E-4         -.0061115 -5.15809378253E-6 -3.17255172307E-4
  MQTBTNE2            MONI                       380.6966849          .0000000        17.0430394         8.9663358         1.1071919         -.6092273         6.2066536         6.5154356          .0656353          .0710043          .4728890 2.643537571117E-5         -.0396125 2.539341990660E-5 2.858845235821E-4 -1.6224339903E-10 -2.70345542454E-4         -.0039217 5.928517352809E-5 6.570986696652E-5
  MQT4TNE2            MONI                       384.7149213          .0000000        10.8588056        15.4828339          .0937705         -.4952824         6.2554778         6.5694763          .0488242          .0540407          .3234070 1.253547420846E-4         -.0239048 2.020050216815E-5 1.956463772172E-4 -1.4665519501E-10 1.303462508571E-4         -.0035303 6.135358699326E-5 -1.43112361808E-5
  MQT3TNE2            MONI                       392.8747916          .0000000        15.5036285        28.8088745         -.6635517        -1.1374016         6.3635982         6.6325378          .1081203          .0630615          .3803989 -4.08743988065E-5          .0318523 7.005985039498E-6 2.293866848344E-4 -6.6132392234E-11 6.301304370058E-4         -.0087755 6.116970389902E-5 -5.11099622851E-4
  MQTATNE2            MONI                       397.7476034          .0000000        46.3460347        15.6177335        -4.4925564         1.3288122         6.3943531         6.6673093          .0307549          .0347715          .7254020 9.961077110582E-6          .0764492 1.098699793311E-5 4.367637586439E-4 9.95727306956E-12          .0014499         -.0136210 -6.45458476669E-5 7.544687004303E-4
  MQT2TNE2            MONI                       401.2650634          .0000000        20.3811166        29.5049547         4.1327297        -3.2226587         6.4106282         6.6964516          .0162752          .0291422          .4979180 5.931283327895E-5         -.0941421 1.485788046271E-5 2.994634951074E-4 8.09064330718E-11         -.0025228         -.0139767 -2.88210046286E-4         -.0016818
  MQT1TNE2            MONI                       406.4728105          .0000000         7.6939976        22.1538260          .2096108         1.8440637         6.4868027         6.7257052          .0761745          .0292536          .3110327 8.957507023822E-5         -.0169174 1.628638595547E-6 1.869222347385E-4 1.26217100887E-10 -1.97638120727E-4         -.0089258 3.714536483174E-5 5.911024042975E-4
  MQF2E7              MONI                       416.9227149          .0000000        15.3120689         6.1841471         1.9352247        -1.3417759         6.6594871         6.9335627          .1726843          .2078576          .3483512 -1.20083504093E-4         -.0290508 -9.91026747517E-7 2.084027164220E-4 1.68065973460E-10 -7.38918020633E-4         -.0046960 -5.90196688164E-5 -6.65691924071E-4
  MQD1E4              MONI                       422.0624688          .0000000         5.1815676        22.6786156         -.7820838         2.9457075         6.7753347         6.9939764          .1158477          .0604136          .2401133 -1.03669055607E-4          .0294500 2.938381461099E-5 1.434122004069E-4 2.82245242927E-10 -8.39221601269E-5         -.0028953 8.357101158203E-5 3.244560750574E-4
  MQF2E8              MONI                       425.8022227          .0000000        15.3725233         6.6200935        -1.9445850         1.3508739         6.8441047         7.0433096          .0687700          .0493332          .3501175 6.138486384739E-6          .0294500 2.937834012126E-5 2.089585461235E-4 1.18676852872E-10 2.284254481210E-4         -.0025364 8.357101158203E-5 1.210846671355E-5
  MQD3E6              MONI                       436.2521271          .0000000         7.6879280        21.9993993         -.2052401        -1.7246699         7.0163163         7.2361034          .1722116          .1927939          .3133064 -1.21214477432E-4          .0169520 -4.26850414829E-6 1.876372610010E-4 -1.4472426060E-10 1.032863131818E-4         -.0090501 3.363349011001E-5 -8.68048208672E-4
  MQF4E6              MONI                       441.0639082          .0000000        29.7925185         9.9765374        -2.7429024          .8625514         7.0714794         7.2849276          .0551631          .0488242          .6240470 -5.46320731347E-5          .0545460 1.459594444213E-5 3.741189115148E-4 -1.5096757337E-10 9.711499472510E-4         -.0121040 -4.66816436561E-5 8.029265862251E-4
  MQEAE7              MONI                       445.6844722          .0000000        49.2603729         7.1023857         5.7623118        -1.1320096         7.0889401         7.3874476          .0174607          .1025200          .7853345 1.291551750436E-5         -.0958859 1.531842062907E-5 4.709408530341E-4 -1.7980602090E-10         -.0014379         -.0119208 -1.25922851999E-4         -.0011933
  MQD5E7              MONI                       451.4358713          .0000000         7.6366598        24.9642049          .5531859         1.8773613         7.1415894         7.4514739          .0526493          .0640263          .2674640 9.083240370489E-5         -.0421045 -6.74483615778E-7 1.602409467039E-4 -3.3023143402E-10 -6.75146943817E-4         -.0064897 1.034158145538E-4 6.760097247393E-4
  MQF6E4              MONI                       458.7476717          .0000000         8.6798311         7.1645194         -.6960016          .5546102         7.3187803         7.5434409          .1771909          .0919669          .1646170 -1.66092247364E-5          .0136526 1.610827237787E-5 9.848991001110E-5 -1.2334922219E-10 8.159550641649E-5         -.0021350 1.035712852098E-4 -7.84174346628E-5
  MQD5E8              MONI                       466.9594721          .0000000         7.8955481        29.2023141         -.5422352        -2.2563595         7.5061037         7.6471694          .1873233          .1037285          .2662777 -2.62271966577E-4          .0419515 -2.33526180634E-5 1.598648829689E-4 -3.3002741591E-11 1.207965547175E-4         -.0069970 4.525463486434E-5 -8.43692427470E-4
  MQEAE8              MONI                       472.7108711          .0000000        49.6891962         8.2771831        -5.7688129         1.3897809         7.5576183         7.7015932          .0515147          .0544238          .7820632 -1.48001471209E-4          .0954980 2.500162824438E-5 4.699036922211E-4 4.90189228183E-11          .0012108         -.0114642 -6.48167105039E-5 7.910326179704E-4
  MQF4E7              MONI                       477.3314352          .0000000        29.7632247         9.8606261         2.7844988         -.6873400         7.5750119         7.7961031          .0173935          .0945099          .6214962 -1.33309004264E-4         -.0543085 -1.16358766994E-8 3.733104093618E-4 1.60449285186E-10         -.0012707         -.0120773 -8.85929786487E-5         -.0010110
  MQD3E7              MONI                       482.1432163          .0000000         7.4662606        19.7536936          .2321370         1.6689997         7.6310517         7.8480376          .0560398          .0519345          .3121014 -1.37595040987E-4         -.0168576 2.090457946983E-5 1.872556186586E-4 2.79558709599E-10 -8.42218931043E-4         -.0073611 1.010364636119E-4 6.281106992460E-4
  MQF2E9              MONI                       492.5931207          .0000000        15.1770389         6.7938183         1.8752622        -1.5463256         7.8097762         8.0627183          .1787246          .2146806          .3485675 -3.97074856407E-5         -.0291930 1.286567230307E-5 2.084922899658E-4 1.03384318853E-10 -3.67724806705E-4         -.0030027 -3.89270922053E-5 -9.01806556828E-4
  MQD1E5              MONI                       497.7328746          .0000000         5.4015652        25.4709591         -.8299334         3.3191571         7.9233368         8.1168470          .1135606          .0541288          .2395273 2.359710108738E-5          .0291981 8.597923648503E-6 1.432441804059E-4 9.52238368822E-11 6.795568080079E-4         -.0048058 -1.27445018441E-5 4.061148437795E-4
