@ TYPE       %05s      "TWISS"
@ SEQUENCE   %05s      "SuperKEKB-HER"
@ PARTICLE   %05s      "ELECTRON"
@ OpticsFile %s       optics$file
@ PC         %le               7.0072900
@ PBUNCH     %le       2.268367489561E10
@ EX         %le       4.540137131516E-9
@ EY         %le       1.13109822909E-13
@ ALFA       %le       4.540768482944E-4
@ Q1         %le              45.5445582
@ Q2         %le              43.6085231
@ DATETIME   %08s     "10/09/2019 18:50:56"
* NAME                TYPENAME                             S                 L              BETX              BETY              ALFX              ALFY               MUX               MUY          DeltaMUX          DeltaMUY                DX                DY               DPX               DPY                 X                 Y               R11               R12               R21               R22
$ %s                  %s                                 %le               %le               %le               %le               %le               %le               %le               %le               %le               %le               %le               %le               %le               %le               %le               %le               %le               %le               %le               %le
  MQLY1LE2            MONI                        53.2135731          .0000000         7.0454891       206.9947840         -.5179041       -25.2355998          .9326830         1.2373040          .1378631          .0106248         -.2041994         -.0031315          .0395487 -3.86950637372E-4 -2.24271981519E-4 -7.4556994847E-11          .0062646         -.0469124 7.837267517529E-4         -.0057442
  MQLB1LE             MONI                        55.2235731          .0000000        12.9216240       237.0927727        -2.0165496        -2.6675952          .9675602         1.2386993          .0348772          .0013953         -.1568145         -.0033620          .0195103 -4.25345034863E-5 -1.71362582935E-4 -1.4643941051E-10          .0124066         -.0727536 1.611265196165E-4 -8.81875659621E-4
  MQLB2LE             MONI                        60.0235180          .0000000        81.3100864        35.8286886       -10.7964672        13.0432712          .9926829         1.2464730          .0251227          .0077737         -.1643714         -.0013265         -.0037506 4.725790907298E-4 -1.76387424871E-4 -2.0112993395E-10          .0097409         -.0730354         -.0034745          .0261310
  MQLB3LE             MONI                        68.9853633          .0000000         2.2574098         5.4400792         -.3950041          .9354560         1.1460964         1.6689078          .1534135          .4224348          .0554514 1.173076323807E-4          .0327198 1.459094071089E-6 6.311213374511E-5 -4.6880085189E-10          .0012803          .0014726 -2.08094766555E-4 3.710516693733E-4
  MQLB4LE             MONI                        77.1787307          .0000000        35.1193164        15.9198251         4.2033711        -5.2672034         1.3022700         1.9603966          .1561736          .2914887          .2917089 1.429170564873E-4         -.0368126 3.188468908404E-5 3.274297200567E-4 1.945344724550E-9          .0014590          .0078324 5.274044062611E-4          .0033669
  MQLX1LE1            MONI                        81.6354595          .0000000         8.2222158        98.6198264         1.8368964       -13.3087700         1.3444571         1.9783164          .0421871          .0179199          .1279503 2.855958807585E-4         -.0368274 3.199046075239E-5 1.427298953249E-4 4.898164884381E-9          .0038084          .0058692 5.276635739766E-4          .0010184
  MQLX2LE             MONI                        88.4954617          .0000000        16.6382180         1.4423269         3.0783038        -1.9995411         1.4451002         2.3840070          .1006431          .4056905          .1698898 2.900855147138E-6         -.0216090 -2.92911526513E-5 1.854641394059E-4 -4.7614612318E-10 5.946115302517E-4          .0044830 2.473416634161E-4          .0031791
  MQLX1LE2            MONI                        94.4554638          .0000000         2.8869098       113.4245605        -1.4303699        16.1686249         1.7345610         2.4508730          .2894608          .0668660          .1481224 2.620945724143E-4          .0448681 -4.75633731158E-5 1.602705492531E-4 -5.13360293075E-9         -.0015295          .0112187 1.474362643014E-4         -.0015924
  MQLA2LE             MONI                        98.9121927          .0000000        36.5313268        15.3192374        -6.1252236         5.8677371         1.8059200         2.4679034          .0713590          .0170305          .3476435 5.053732731214E-5          .0448479 -4.75907740273E-5 3.760836847837E-4 -1.92056292049E-9 -8.72707094712E-4          .0080169 1.472440381599E-4         -.0022481
  MQLA3LE             MONI                       105.2001788          .0000000         7.7625675         2.5061616         -.5540292          .2081625         1.8667028         2.7331779          .0607828          .2652744          .0647114 -1.76007561132E-4         -.0300640 1.311441907956E-5 6.930054598418E-5 -1.2060093476E-11 -8.30261183637E-4          .0040527 -7.63637270677E-5 -5.68522358262E-4
  MQLA4LE             MONI                       109.4681120          .0000000        15.5465741         8.2977416        -1.2718122        -1.5666540         1.9301334         2.9254243          .0634306          .1922464         -.0633192 -1.20260124624E-4         -.0300640 1.310376908471E-5 -7.03169170064E-5 1.321728848587E-9         -.0011558          .0065565 -7.63637270677E-5 -2.42965182943E-4
  MQLA5LE             MONI                       119.0986538          .0000000         9.8593826       206.6285162        -3.1348365        12.4103416         2.2932573         2.9632142          .3631239          .0377899         -.0837040 1.324554316628E-4         -.0038409 -3.49680613792E-6 -8.81910641343E-5 7.027201232912E-9         -.0021307          .0172684 7.058564687040E-5 -9.38827585339E-4
  MQLA6LE             MONI                       129.6316140          .0000000       154.9250582        36.9918292        20.1973387        -2.3436473         2.3316609         2.9846647          .0384036          .0214505         -.1094897 1.078438474422E-4          .0203607 1.706625770849E-5 -1.07993358986E-4 3.002999694518E-9          .0031927          .0220254 3.702923335692E-4          .0027994
  MQLA7LE             MONI                       133.7436466          .0000000        33.5369745        59.2062195         9.3553478        -3.0645846         2.3407351         2.9986517          .0090743          .0139869         -.0259426 1.775428297187E-4          .0203607 1.703482414144E-5 -2.30114646526E-5 3.786514859129E-9          .0047136          .0141625 3.702923335692E-4          .0012784
  MQLA8LE             MONI                       143.1554475          .0000000        10.8714849         6.1947714          .3213776         -.5671087         2.7642393         3.0845077          .4235042          .0858561          .3949763 2.379225399473E-4         -.0393903 7.958628658077E-5 4.306623333336E-4 9.99300806707E-10 1.629515308621E-4         -.0043205 1.865013715123E-4 -1.49028323977E-4
  MQLA9LE             MONI                       151.6672485          .0000000        16.0581289        24.3759560        -3.5723857         3.2014591         2.8916759         3.1897296          .1274365          .1052219          .4266937 1.054124585763E-4          .1047382 3.466285726338E-6 4.660167402823E-4 6.93399348569E-10          .0052036         -.0202243 -5.89037604615E-4          .0024396
  MQLA10LE            MONI                       155.1316133          .0000000        51.0460894         7.7448811        -6.5381105         1.6044347         2.9109600         3.2302506          .0192842          .0405210          .7887501 1.161539524027E-4          .1047382 3.699736425006E-6 8.627783214461E-4 4.64662949560E-11          .0031652         -.0227353 -5.89037604615E-4          .0044780
  MQF4E1              MONI                       159.7521773          .0000000        31.3079610         7.6060099         2.8796435         -.5406454         2.9275919         3.3452685          .0166318          .1150179          .6300321 2.269264094755E-4         -.0552644 2.717258670064E-5 6.892883222370E-4 -8.6558631538E-10         -.0010091         -.0156460 6.616625586240E-5 2.514625206545E-4
  MQD3E1              MONI                       164.5639584          .0000000         8.0121009        16.4230174          .2431608         1.2196460         2.9801786         3.4107813          .0525867          .0655128          .3156451 3.546098573212E-4         -.0173988 -2.75186330017E-5 3.453189101062E-4 -1.78370494021E-9 5.639822341790E-4         -.0104269 -5.55972751951E-6          .0014885
  MQF2E1              MONI                       175.0138628          .0000000        14.9254463         8.4933876         1.9137238        -1.9028617         3.1509980         3.6125454          .1708194          .2017641          .3548672 2.120658479109E-4         -.0300686 9.331591707362E-5 3.856004409536E-4 -1.00520776183E-9 6.400376871630E-4 3.841175282727E-4 3.874774074755E-4          .0014533
  MQD1E1              MONI                       180.1536167          .0000000         5.0305653        30.0714663         -.7813609         4.0824107         3.2707717         3.6567955          .1197737          .0442501          .2419278 5.848843038207E-4          .0290002 -5.96216809441E-5 2.638251810097E-4 -1.28704955937E-9          .0030716         -.0052818 -3.53516647049E-4 8.622706775072E-4
  MQF2E2              MONI                       183.8933706          .0000000        15.3360157         7.7687595        -1.9773197         1.8878324         3.3406883         3.6960920          .0699167          .0392965          .3501433 3.619496483014E-4          .0290002 -5.95796272372E-5 3.829142431455E-4 -3.3840979657E-10          .0017510         -.0086016 -3.53516647049E-4          .0021829
  MQD3E2              MONI                       194.3432750          .0000000         7.9706257        16.6709232         -.2129776        -1.4172436         3.5083604         3.9241549          .1676721          .2280629          .3095404 1.214190381611E-4          .0172823 2.534255790469E-5 3.418545456197E-4 1.867452475275E-9 9.661798580472E-4         -.0105770 8.922565741587E-5 -1.67921964763E-4
  MQF4E2              MONI                       199.1550562          .0000000        30.6270638         8.7223516        -2.7976240          .4975683         3.5616946         3.9846190          .0533342          .0604641          .6189732 1.482709679653E-4          .0544048 7.169877857328E-6 6.830405235388E-4 1.458204387546E-9          .0011178         -.0100709 -2.38397000402E-4          .0028470
  MQEAE3              MONI                       203.7756202          .0000000        49.8737762         8.9465465         5.9105216        -1.6710698         3.5787918         4.0815769          .0170972          .0969579          .7762173 2.021593806172E-4         -.0953304 4.087139437678E-5 8.583419070050E-4 1.216537274215E-9 5.715456919871E-4          .0025751 4.922883383569E-4          .0035853
  MQD5E3              MONI                       209.5270192          .0000000         7.3695664        34.2400325          .5991503         2.5546395         3.6320499         4.1296927          .0532581          .0481158          .2614155 3.954736859881E-4         -.0426117 -3.13293711571E-5 2.904769093669E-4 1.784275914880E-9          .0021255          .0039086 -8.20296261118E-5 2.168173346404E-4
  MQF6E2              MONI                       216.8388196          .0000000         8.4499728         8.5938438         -.7471383          .9511609         3.8200853         4.1996683          .1880355          .0699756          .1549696 1.635766372701E-4          .0131453 -2.72636037531E-6 1.753902654152E-4 3.24313750005E-10          .0015225         -.0056313 -8.29795034951E-5 8.201856722370E-4
  MQD5E4              MONI                       225.0506200          .0000000         8.4664302        23.7647017         -.5528837        -1.6174810         3.9995564         4.3048109          .1794711          .1051427          .2646769 -4.12171026824E-4          .0430327 -1.55686879833E-5 2.922840019018E-4 -1.01358126457E-9          .0016383         -.0196105 1.424542832164E-4         -.0012282
  MQEAE4              MONI                       230.8020191          .0000000        51.6943072         6.0380046        -5.9386426         1.0336513         4.0482106         4.3764410          .0486543          .0716301          .7852084 -1.23399125029E-4          .0963970 5.848634567198E-5 8.633248168154E-4 -9.3875149536E-10          .0025382         -.0219306 -6.05161272359E-4          .0055366
  MQF4E3              MONI                       235.4225831          .0000000        30.5063767         8.9992203         2.9742345         -.9307143         4.0650362         4.4967004          .0168255          .1202594          .6259820 7.901332279311E-5         -.0550742 4.199402223886E-5 6.869242116160E-4 -1.47761772649E-9 -6.40694647654E-4         -.0087970 1.895284818902E-4          .0013825
  MQD3E3              MONI                       240.2343642          .0000000         7.0475157        22.2361669          .3219283         1.5511818         4.1220200         4.5478896          .0569838          .0511892          .3127691 2.691235116577E-4         -.0175698 -5.58990255646E-8 3.436574174081E-4 -2.15243935902E-9 6.745714132526E-4         -.0036960 4.830017318073E-5 8.938789454526E-4
  MQF2E3              MONI                       250.6842686          .0000000        14.8894305         7.2881743         1.7366319        -1.3764462         4.3157196         4.7209795          .1936996          .1730899          .3503515 2.070456992183E-4         -.0293561 6.905856845708E-5 3.830648955475E-4 -1.2255910539E-10 7.248973581904E-5         -.0062212 1.342162886657E-4 -7.38793532195E-4
  MQD1E2              MONI                       255.8240225          .0000000         5.9656350        22.6040609         -.9552058         3.1851142         4.4238685         4.7764880          .1081489          .0555086          .2408028 4.741145082629E-4          .0293494 -5.63260726466E-5 2.632251808596E-4 5.95995451024E-10          .0036431         -.0137607 -4.83527606909E-4          .0020409
  MQF2E4              MONI                       259.5637764          .0000000        17.5758561         5.6876965        -2.1527506         1.3432512         4.4833033         4.8299216          .0594348          .0534335          .3503222 2.634803242003E-4          .0293494 -5.62681785995E-5 3.830895478282E-4 6.57516460841E-10          .0018368         -.0129985 -4.83527606909E-4          .0038472
  MQD3E4              MONI                       270.0136808          .0000000         6.7784907        22.7821530         -.1261304        -1.9864513         4.6546614         5.0577161          .1713582          .2277946          .3127314 2.274822885144E-4          .0175692 5.144774922026E-5 3.436892102593E-4 2.119110951250E-9 9.341906949831E-4         -.0040661 1.534581267018E-4 1.686250879610E-4
  MQF4E4              MONI                       274.8254620          .0000000        26.0898921        11.4589315        -2.4422574          .8356733         4.7178001         5.1023469          .0631386          .0446308          .6259145 2.960175917240E-4          .0550691 1.736201068791E-5 6.869815413737E-4 1.241770512307E-9 9.647207288165E-4         -.0056656 -8.82527093569E-5          .0013284
  MQEAE5              MONI                       279.4460260          .0000000        43.3703046         8.6597783         5.0400769        -1.3064308         4.7376799         5.1870416          .0198798          .0846947          .7858014 4.184907899724E-4         -.0963262 8.668782054072E-5 8.637645753623E-4 4.36756905978E-10 2.468602452315E-4         -.0023110 2.321674261555E-4 9.922527866404E-4
  MQD5E5              MONI                       285.1974250          .0000000         7.0964559        27.5888989          .4082242         2.2673855         4.7961034         5.2417708          .0584235          .0547292          .2657805 8.268151732410E-4         -.0427858 -6.46022715655E-5 2.929231323013E-4 -9.9982151422E-11          .0022121         -.0055643 -1.31595449486E-4 6.842962850976E-4
  MQF6E3              MONI                       292.5092254          .0000000         9.8983307         6.3031858         -.7920063          .6423456         4.9643976         5.3351587          .1682942          .0933879          .1580645 7.005462322183E-5          .0129713 1.529507493929E-7 1.770664012616E-4 -7.2563797356E-10          .0012470         -.0096617 -1.32496647816E-4          .0016532
  MQD5E6              MONI                       300.7210258          .0000000         7.2173045        24.3776350         -.4031267        -1.9800949         5.1441080         5.4602303          .1797104          .1250716          .2625869 -3.82772610459E-4          .0423736 -1.55386749276E-7 2.910649612400E-4 -2.40685762871E-9 3.469322504687E-4         -.0110177 8.766168810188E-5 -5.31336556054E-4
  MQEAE6              MONI                       306.4724249          .0000000        43.5708843         7.7681504        -5.0431752         1.1110271         5.2018776         5.5220411          .0577697          .0618108          .7769970 -3.94602580981E-5          .0952817 6.693036152450E-5 8.586408206947E-4 -1.34031118707E-9          .0012550         -.0106047 -2.47267502920E-4          .0027122
  MQF4E5              MONI                       311.0929889          .0000000        26.0767641        11.5437219         2.4614873         -.9683207         5.2217165         5.6116491          .0198388          .0896080          .6190503 2.690425174253E-4         -.0544162 6.734392495123E-5 6.829876857679E-4 -1.17863554164E-9 -3.07153700700E-5         -.0053677 1.481486170119E-4 4.464201964613E-4
  MQD3E5              MONI                       315.9047700          .0000000         6.6776772        24.4851800          .1380965         2.0275529         5.2853737         5.6544971          .0636573          .0428481          .3095551 5.781375532652E-4         -.0172924 -2.24539247944E-5 3.418293011876E-4 -1.19228630322E-9          .0015137         -.0065955 -3.67242368410E-5 6.763091200939E-4
  MQF2E5              MONI                       326.3546744          .0000000        17.2094867         5.7519984         2.0801038        -1.1780063         5.4616628         5.8548413          .1762891          .2003441          .3419773 -1.55496929100E-5         -.0283179 2.279314342960E-5 3.784433163621E-4 8.06323549438E-10 -9.88082842877E-4         -.0113120 -2.97068207393E-5         -.0011310
  MQD1E3              MONI                       331.4944283          .0000000         5.7963055        20.4604029         -.7729531         2.6558970         5.5626918         5.9210888          .1010290          .0662475          .2370403 8.698103024073E-5          .0293807 1.902242984574E-6 2.611859487019E-4 2.052246731962E-9          .0017465         -.0113244 -2.29424927640E-4          .0019351
  MQF2E6              MONI                       335.2341822          .0000000        15.4172581         6.1105237        -1.8024933         1.1854424         5.6273493         5.9753040          .0646575          .0542152          .3466763 9.398137541971E-5          .0293807 1.929738904571E-6 3.811649142114E-4 1.217963614420E-9 8.894005191405E-4         -.0074180 -2.29424927640E-4          .0027922
  MQT1TNE1            MONI                       345.6840866          .0000000         6.8568619        24.3626687         -.2681960        -1.9296835         5.8186679         6.1635649          .1913186          .1882608          .3156081 4.349776804720E-4          .0173806 6.079143031409E-5 3.453318902267E-4 1.066239972401E-9          .0018502         -.0088085 2.291941059914E-4 -6.68775163043E-4
  MQT2TNE1            MONI                       350.8918337          .0000000        20.5390810        31.2227597        -4.3093791         3.5344166         5.8993876         6.1906487          .0807196          .0270838          .5062739 6.075456141000E-4          .0958734 -4.85294300670E-5 5.538315225257E-4 7.69474805241E-10          .0062309         -.0266023 -6.18056360730E-4          .0027642
  MQTATNE1            MONI                       354.4092937          .0000000        47.9185556        15.8940976         4.5187807        -1.2376907         5.9153199         6.2187101          .0159324          .0280614          .7367611 5.044899624717E-4         -.0777914 6.241643169752E-5 8.073167573964E-4 2.08920113182E-10         -.0026676         -.0317305 -2.11451384863E-4         -.0028081
  MQT3TNE1            MONI                       359.2821055          .0000000        16.7496293        27.8842564          .6089445         1.2092395         5.9443845         6.2537324          .0290646          .0350223          .3859781 7.571533643104E-4         -.0325293 -2.10135991463E-5 4.238039500343E-4 -2.9585754976E-10 -3.62548211397E-4         -.0275694 4.351092672637E-5          .0011533
  MQT4TNE1            MONI                       367.4419758          .0000000        12.2596934        13.9739188         -.0578894          .4957602         6.0406407         6.3214427          .0962562          .0677103          .3235298 -4.24024195270E-4          .0232278 3.262030966582E-5 3.588665775030E-4 -9.4762054556E-10 -7.38363755805E-6         -.0180615 4.359717456155E-5 8.096814548816E-4
  MQTBTNE1            MONI                       371.4602122          .0000000        18.3920142         8.0267237        -1.0861704          .5181502         6.0847223         6.3818244          .0440816          .0603817          .4701010 -2.29680893778E-4          .0389217 5.119386046732E-5 5.226801972431E-4 -1.11171364911E-9 7.299839428918E-4         -.0146429 -3.12747051042E-5          .0016978
  MQT5TNE             MONI                       375.4784486          .0000000        10.1492858        14.7881247         1.0496132        -1.4220167         6.1285847         6.4466766          .0438624          .0648522          .3776355 -1.29377154580E-4         -.0339486 2.052947816698E-5 4.203508496811E-4 -1.84214892719E-9         -.0013234         -.0110647 1.211621704851E-5 -4.89201619023E-4
  MQTBTNE2            MONI                       380.6966849          .0000000        16.5261949         8.8751310         1.0976228         -.6622864         6.1953546         6.5201162          .0667699          .0734396          .4669474 7.833330548095E-5         -.0392239 4.898246222369E-5 5.208440311571E-4 -1.43656002706E-9 -4.12789533911E-4         -.0070235 1.246140557054E-4 2.271729151568E-4
  MQT4TNE2            MONI                       384.7149213          .0000000        10.4430798        15.9382059          .0920523         -.5635383         6.2459467         6.5736051          .0505921          .0534889          .3190486 2.683179976005E-4         -.0237246 3.772350162523E-5 3.562578670524E-4 -1.67766344036E-9 3.774774457571E-4         -.0064627 1.198029513284E-4 1.908596107594E-5
  MQT3TNE2            MONI                       392.8747916          .0000000        15.3540081        30.5108354         -.6947765        -1.2227122         6.3571969         6.6338306          .1112501          .0602255          .3774513 -4.98372721562E-5          .0320325 1.457647299978E-5 4.188404068141E-4 -1.62797567980E-9          .0013526         -.0173129 1.193802640966E-4 -9.50286331444E-4
  MQTATNE2            MONI                       397.7476034          .0000000        46.5707667        16.5816392        -4.5539915         1.4185318         6.3880111         6.6665767          .0308142          .0327461          .7216214 3.914499965324E-5          .0763094 1.907444060410E-5 7.985024361028E-4 -8.4527356168E-10          .0028873         -.0267468 -1.47329410265E-4          .0016355
  MQT2TNE2            MONI                       401.2650634          .0000000        20.6419100        31.1338359         4.1631223        -3.3924605         6.4041328         6.6940836          .0161217          .0275069          .4962414 1.390308652107E-4         -.0937941 3.096796512987E-5 5.479915803330E-4 -7.1110374796E-10         -.0048527         -.0271920 -5.44831886446E-4         -.0032140
  MQT1TNE2            MONI                       406.4728105          .0000000         7.8975597        23.2368538          .2125989         1.9609725         6.4786794         6.7218623          .0745466          .0277787          .3103905 1.917917519732E-4         -.0168049 9.545071552908E-7 3.422697249019E-4 -2.0568861626E-10 -3.21094095450E-4         -.0174432 6.702732348454E-5          .0012073
  MQF2E7              MONI                       416.9227149          .0000000        15.1685694         5.8217667         1.9414934        -1.2700172         6.6488553         6.9330685          .1701760          .2112062          .3501357 -2.08949628834E-4         -.0291318 5.521300490900E-6 3.830189668448E-4 1.126956895383E-9         -.0013267         -.0086641 -7.88820753218E-5         -.0011042
  MQD1E4              MONI                       422.0624688          .0000000         5.0536671        21.8240327         -.7690544         2.7873055         6.7670985         6.9966825          .1182431          .0636141          .2418750 -1.48703045990E-4          .0297802 5.053714568272E-5 2.639108379004E-4 2.301073786740E-9 5.370467262698E-5         -.0056604 1.318526111893E-4 6.547029327289E-4
  MQF2E8              MONI                       425.8022227          .0000000        15.1940613         6.6065145        -1.9454421         1.2862934         6.8371918         7.0470327          .0700933          .0503501          .3530025 4.002096358345E-5          .0297802 5.052123078879E-5 3.847457622546E-4 1.175828955373E-9 5.462591802788E-4         -.0052553 1.318526111893E-4 1.621484245629E-4
  MQD3E6              MONI                       436.2521271          .0000000         7.8950898        22.9686644         -.2108032        -1.7468840         7.0071712         7.2314446          .1699794          .1844119          .3140875 -2.08192234161E-4          .0168645 -5.61019996448E-6 3.444936206814E-4 6.22753180440E-11 2.831295648136E-4         -.0176927 7.022768694149E-5         -.0016283
  MQF4E6              MONI                       441.0639082          .0000000        30.3969342        10.0361151        -2.7823953          .9356206         7.0609805         7.2790257          .0538094          .0475811          .6246193 -8.66264839391E-5          .0545651 2.686776435908E-5 6.862987816299E-4 -4.2120217946E-10          .0019028         -.0233595 -1.07635280194E-4          .0017321
  MQEAE7              MONI                       445.6844722          .0000000        50.0457692         6.6639983         5.8744599        -1.0393755         7.0781215         7.3850106          .0171410          .1059848          .7857260 3.898844558518E-5         -.0959527 3.078456187086E-5 8.637217543029E-4 -1.02824180968E-9         -.0026272         -.0219479 -1.93314308430E-4         -.0019124
  MQD5E7              MONI                       451.4358713          .0000000         7.6501029        23.4931580          .5788407         1.7357984         7.1302634         7.4533778          .0521419          .0683672          .2680473 1.934596186234E-4         -.0420733 -3.52388404680E-6 2.941230084516E-4 -2.34422938304E-9         -.0010882         -.0116905 1.855362739959E-4          .0012751
  MQF6E4              MONI                       458.7476717          .0000000         8.4999348         7.2107284         -.6952463          .4899842         7.3104657         7.5481646          .1802023          .0947868          .1655303 -1.85043479277E-5          .0136838 3.008103576825E-5 1.810223332201E-4 -1.22484268945E-9 2.685510030334E-4         -.0043191 1.857512568713E-4 -7.73898647980E-5
  MQD5E8              MONI                       466.9594721          .0000000         8.0874519        31.2036820         -.5603930        -2.4256080         7.4970288         7.6475401          .1865632          .0993755          .2661937 -5.11094074416E-4          .0418341 -4.37896337674E-5 2.929747046877E-4 -1.44987388461E-9 3.843816968211E-4         -.0145348 9.776430787319E-5         -.0016637
  MQEAE8              MONI                       472.7108711          .0000000        50.7716633         8.8048739        -5.8856725         1.5085570         7.5473140         7.6984392          .0502852          .0508991          .7806161 -2.80214319263E-4          .0953464 5.031063101735E-5 8.605554006278E-4 -3.3928802458E-10          .0024667         -.0231165 -1.71414370966E-4          .0019232
  MQF4E7              MONI                       477.3314352          .0000000        30.3488742         9.8324529         2.8527755         -.6171586         7.5643451         7.7897938          .0170311          .0913546          .6206324 -2.37694742295E-4         -.0541942 3.259874195690E-6 6.838295290513E-4 5.16758209901E-10         -.0024108         -.0232072 -1.49820768808E-4         -.0017664
  MQD3E7              MONI                       482.1432163          .0000000         7.5207402        18.8945425          .2563903         1.6472371         7.6195779         7.8429943          .0552328          .0532005          .3121999 -2.31291137030E-4         -.0167180 3.829682420478E-5 3.433264730495E-4 1.340456031497E-9         -.0015026         -.0140347 1.895873649431E-4          .0012507
  MQF2E9              MONI                       492.5931207          .0000000        14.8457795         6.9333914         1.8258577        -1.6441990         7.8006660         8.0670414          .1810881          .2240471          .3501880 -5.22393690848E-5         -.0293452 3.107373633259E-5 3.831871404741E-4 1.133718599318E-9 -6.55109743798E-4         -.0059134 -5.39396177862E-5         -.0016798
  MQD1E5              MONI                       497.7328746          .0000000         5.4329052        26.9387408         -.8573145         3.4694426         7.9152770         8.1190428          .1146110          .0520014          .2406741 9.299498150348E-5          .0293297 1.013961895401E-5 2.633010114836E-4 1.713877261959E-9          .0015673         -.0098930 -6.37373718147E-5 9.009415933347E-4
  MQF2E10             MONI                       501.4726285          .0000000        16.2946660         7.7710880        -2.0502856         1.6615734         7.9802571         8.1606055          .0649801          .0415627          .3501197 1.307148954759E-4          .0293297 1.014725212014E-5 3.831924094855E-4 6.25098131590E-10          .0013292         -.0114929 -6.37373718147E-5          .0011390
  MQD3E8              MONI                       511.9225329          .0000000         7.3758782        18.6083736         -.1512038        -1.4186397         8.1497897         8.3548091          .1695327          .1942036          .3121119 -5.27443555184E-4          .0167167 -2.07200270671E-5 3.433332545582E-4 -1.44997237506E-9         -.0010272         -.0121597 -1.46021445442E-5 -9.33639447074E-4
