@ TYPE       %05s      "TWISS"
@ SEQUENCE   %05s      "SuperKEKB-HER"
@ PARTICLE   %05s      "ELECTRON"
@ OpticsFile %s       optics$file
@ PC         %le               7.0072900
@ PBUNCH     %le       2.268367489561E10
@ EX         %le       4.540137131516E-9
@ EY         %le       1.13109822909E-13
@ ALFA       %le       4.540768482944E-4
@ Q1         %le              45.5426613
@ Q2         %le              43.6088437
@ DATETIME   %08s     "10/09/2019 18:50:30"
* NAME                TYPENAME                             S                 L              BETX              BETY              ALFX              ALFY               MUX               MUY          DeltaMUX          DeltaMUY                DX                DY               DPX               DPY                 X                 Y               R11               R12               R21               R22
$ %s                  %s                                 %le               %le               %le               %le               %le               %le               %le               %le               %le               %le               %le               %le               %le               %le               %le               %le               %le               %le               %le               %le
  MQLY2LE2            MONI                        48.0578731          .0000000         6.4047815        28.4502069          .4365628        -9.1186862          .8045351         1.2343705          .2225547          .2061376         -.4094319 -2.96239360367E-4          .0399150 -9.95501531203E-5 -1.22944715632E-4 -6.8787939654E-11 5.653147248417E-4         -.0016140 1.968908489251E-4 -4.71263929049E-4
  MQLY1LE2            MONI                        53.2135731          .0000000         6.8427910       201.0236638         -.5215446       -24.3637175          .9465583         1.2452260          .1420232          .0108555         -.2037658 -8.09433684117E-4          .0399150 -9.95623201112E-5 -6.11305627350E-5 -1.8502661795E-10          .0015801         -.0121872 1.968908489251E-4         -.0014861
  MQLB1LE             MONI                        55.2235731          .0000000        12.6773677       229.9940251        -1.9935889        -2.7383838          .9823143         1.2466654          .0357560          .0014394         -.1553512 -8.68640737658E-4          .0201573 -1.16736019766E-5 -4.65566924938E-5 -1.9815041930E-10          .0031472         -.0187842 4.348230699471E-5 -2.43195291122E-4
  MQLB2LE             MONI                        60.0235180          .0000000        80.3140226        35.2030870       -10.6796230        12.6771980         1.0078599         1.2546341          .0255456          .0079687         -.1586129 -3.45403161596E-4         -.0028266 1.214698199912E-4 -4.73411380540E-5 -7.7927058832E-11          .0025118         -.0189078 -8.83802241855E-4          .0066733
  MQLB3LE             MONI                        68.9853633          .0000000         2.2862967         4.8073473         -.4102111          .7762082         1.1614457         1.6707835          .1535858          .4161495          .0582408 2.859060936504E-5          .0335083 1.821378295998E-6 1.762410461921E-5 2.37523447648E-11 3.228256265487E-4 2.895622592221E-4 -4.00607168805E-5 1.233129181220E-4
  MQLB4LE             MONI                        77.1787307          .0000000        35.3268568        17.4290858         4.2467078        -5.6583786         1.3156037         1.9500134          .1541580          .2792299          .3003930 4.799621427747E-5         -.0381192 1.189644394623E-5 9.063825471102E-5 2.25154994527E-11 3.251527942261E-4          .0013110 1.216086015572E-4 6.484388052841E-4
  MQLX1LE1            MONI                        81.6354595          .0000000         8.1791823       105.4598698         1.8460817       -14.0996811         1.3578121         1.9665830          .0422084          .0165696          .1305912 1.010471597755E-4         -.0381234 1.190347086879E-5 3.934580502282E-5 4.22564510969E-11 8.670463764170E-4 3.371715617884E-4 1.216230885650E-4 1.065877178310E-4
  MQLX2LE             MONI                        88.4954617          .0000000        16.3249138         1.6903675         3.0212021        -2.3379488         1.4599779         2.3833853          .1021658          .4168023          .1680548 2.671120631772E-6         -.0218149 -3.80225094725E-6 5.034855120944E-5 -1.2759376041E-11 1.982591087813E-4          .0013997 1.421074155390E-4          .0012626
  MQLX1LE2            MONI                        94.4554638          .0000000         2.9451750       126.6107433        -1.4519738        18.1875025         1.7491826         2.4414608          .2892047          .0580755          .1445997 1.248584945926E-4          .0437038 -2.03279723167E-5 4.317843717602E-5 -6.7861869465E-11 3.526602843127E-5          .0027593 -2.36132844956E-5 -3.89845181578E-4
  MQLA2LE             MONI                        98.9121927          .0000000        36.8324103        16.5646742        -6.1534197         6.5118168         1.8195333         2.4569692          .0703507          .0155085          .3392571 3.429372601935E-5          .0436985 -2.03258858573E-5 1.012723425415E-4 -1.9791656932E-11 -6.99191724602E-5          .0013340 -2.36191719439E-5 -2.84612432791E-4
  MQLA3LE             MONI                       105.2001788          .0000000         7.6730595         2.4720281         -.5250156          .0271886         1.8804753         2.7494542          .0609420          .2924850          .0622051 -4.57347988267E-5         -.0296424 2.284469790344E-9 1.850032568512E-5 2.05863829009E-11 -2.15220077264E-4          .0010951 -3.33755157761E-5 -6.90459577889E-5
  MQLA4LE             MONI                       109.4681120          .0000000        15.1796373         9.6095902        -1.2343441        -1.7000600         1.9451621         2.9191563          .0646869          .1697021         -.0642308 -4.57385876682E-5         -.0296424 1.021495973696E-9 -1.93523540208E-5 2.35844209908E-11 -3.57621829318E-4          .0023263 -3.33755157761E-5 7.335579427620E-5
  MQLA5LE             MONI                       119.0986538          .0000000        10.0006138       225.5383994        -3.1551698        13.7265551         2.3072428         2.9527281          .3620806          .0335718         -.0785584 -1.35345338739E-5         -.0025543 1.941201519086E-6 -2.32623164713E-5 7.79035321806E-11 8.121819430881E-5          .0032155 -2.01800462428E-5 -1.65974012833E-4
  MQLA6LE             MONI                       129.6316140          .0000000       155.2942054        38.4052135        20.2828109        -2.2343504         2.3453498         2.9728891          .0381070          .0201610         -.0929696 7.597036025491E-6          .0180951 3.146350513218E-6 -2.68817999867E-5 2.24078701449E-11 4.730902738993E-4          .0028289 7.664164365939E-5 5.669495476322E-4
  MQLA7LE             MONI                       133.7436466          .0000000        33.4124369        59.4118262         9.3663541        -2.8757537         2.3544374         2.9866027          .0090876          .0137136         -.0186060 2.051391758673E-5          .0180951 3.144684051395E-6 -5.13172155566E-6 1.93633195720E-11 7.881486935132E-4          .0019196 7.664164365939E-5 2.518911280095E-4
  MQLA8LE             MONI                       143.1554475          .0000000        11.3053287         5.1630743          .3703751         -.3930392         2.7793344         3.0816136          .4248970          .0950109          .3899246 4.604352088085E-5         -.0392641 2.134664418780E-5 1.166759551736E-4 -1.1798549665E-11 1.090818024759E-5         -.0010638 4.892835751850E-5 -5.87170790668E-5
  MQLA9LE             MONI                       151.6672485          .0000000        15.4918986        21.8917289        -3.4091388         2.7143797         2.9066504         3.2073097          .1273160          .1256961          .4222471 1.786596292403E-5          .1039934 2.201960780522E-6 1.263994048069E-4 -5.7338190111E-11          .0013102         -.0051456 -1.37045406784E-4 5.774527761978E-4
  MQLA10LE            MONI                       155.1316133          .0000000        48.8785928         7.6749718        -6.2309288         1.3905640         2.9267346         3.2503567          .0200842          .0430470          .7823023 2.540192832734E-5          .1039934 2.216741622742E-6 2.342853734454E-4 -3.6296053989E-11 8.355867893847E-4         -.0060396 -1.37045406784E-4          .0010521
  MQF4E1              MONI                       159.7521773          .0000000        29.8011596         9.2396415         2.7617432         -.7109631         2.9441712         3.3534383          .0174366          .1030816          .6250475 5.684430514635E-5         -.0547260 7.512851160359E-6 1.872021413755E-4 -3.4302113818E-11 -3.19960742866E-4         -.0046980 7.059475905127E-6 -5.70161379225E-5
  MQD3E1              MONI                       164.5639584          .0000000         7.5970458        19.5900350          .2169304         1.5611724         2.9996874         3.4074051          .0555162          .0539669          .3131319 9.206596150056E-5         -.0171678 -6.70607778438E-6 9.378598031475E-5 -3.7093726490E-11 1.137510079087E-4         -.0033093 1.250689887385E-6 4.155542771355E-4
  MQF2E1              MONI                       175.0138628          .0000000        15.3298240         7.1200895         1.9221893        -1.5524757         3.1742678         3.6103866          .1745804          .2029815          .3485887 4.047614734419E-5         -.0292888 2.223256704946E-5 1.042370371415E-4 1.94387988701E-11 9.385259111867E-5 -2.64335236665E-4 8.870330599900E-5 2.979166839257E-4
  MQD1E1              MONI                       180.1536167          .0000000         5.2603488        25.3557413         -.7950202         3.3857963         3.2890192         3.6633501          .1147514          .0529635          .2389061 1.310537683107E-4          .0289760 -1.17680144339E-5 7.151886595587E-5 5.27274514235E-11 7.272024808218E-4         -.0014791 -7.67278868431E-5 2.267507215032E-4
  MQF2E2              MONI                       183.8933706          .0000000        15.5414950         6.9098244        -1.9549550         1.5480713         3.3568634         3.7089236          .0678442          .0455735          .3472042 8.704319888862E-5          .0289760 -1.17655208551E-5 1.040276053107E-4 3.23407322589E-11 4.403451237063E-4         -.0022776 -7.67278868431E-5 5.136080786405E-4
  MQD3E2              MONI                       194.3432750          .0000000         7.5755735        19.6661243         -.2015455        -1.6188907         3.5297761         3.9193500          .1729128          .2104264          .3113504 1.347072552654E-5          .0171402 5.299522360604E-6 9.351664476412E-5 3.36809289040E-11 2.256027697960E-4         -.0033329 2.362228588537E-5 -1.21108984198E-4
  MQF4E2              MONI                       199.1550562          .0000000        29.4546011         9.5697438        -2.7201949          .6977371         3.5857145         3.9722347          .0559383          .0528847          .6218511 2.759619936597E-5          .0544812 3.350610075961E-6 1.867194838670E-4 1.13465659837E-11 3.483834164572E-4         -.0034735 -5.91758041160E-5 7.375709092840E-4
  MQEAE3              MONI                       203.7756202          .0000000        48.6884131         7.9827502         5.6975698        -1.3588179         3.6033812         4.0704387          .0176667          .0982040          .7821781 4.767203960049E-5         -.0956236 1.108091535648E-5 2.349861328429E-4 -1.2234468738E-11 3.649165455535E-7 -4.95104959987E-4 1.032965153364E-4 7.288116706520E-4
  MQD5E3              MONI                       209.5270192          .0000000         7.5496781        28.7512332          .5419494         2.1846232         3.6566849         4.1263667          .0533037          .0559280          .2652733 1.004942734696E-4         -.0422280 -7.24398357403E-6 7.979120869879E-5 -4.4765319297E-11 4.314341897951E-4 3.284086703933E-4 -9.44692563248E-6 1.119663702745E-4
  MQF6E2              MONI                       216.8388196          .0000000         8.7782680         7.4960122         -.7100989          .7186072         3.8340015         4.2092859          .1773166          .0829192          .1614627 3.798500139045E-5          .0135292 8.954248934786E-7 4.878215912862E-5 -3.3713891616E-11 3.615790219610E-4         -.0014960 -9.65349846168E-6 1.821172950731E-4
  MQD5E4              MONI                       225.0506200          .0000000         7.8706187        25.8906279         -.5283512        -1.9288738         4.0198953         4.3177580          .1858937          .1084721          .2661720 -1.16309509424E-4          .0423438 -5.50519961275E-6 7.992566842879E-5 -6.3674141876E-11 3.949542886878E-4         -.0052189 3.742953542643E-5 -3.64431057770E-4
  MQEAE4              MONI                       230.8020191          .0000000        49.2193716         7.1905808        -5.7055276         1.1848763         4.0717667         4.3801739          .0518715          .0624159          .7846568 -4.02678179212E-5          .0959173 1.543882008295E-5 2.353570066120E-4 -2.6786263168E-11 7.036570109912E-4         -.0061737 -1.47395400392E-4          .0013663
  MQF4E3              MONI                       235.4225831          .0000000        29.4176465         9.6496017         2.7717178         -.8161065         4.0893486         4.4840137          .0175819          .1038398          .6237827 7.434167816034E-6         -.0546625 9.606437683612E-6 1.870084797355E-4 -8.4561338811E-12 -2.64294965991E-4         -.0031553 3.582867871587E-5 2.332345205741E-4
  MQD3E3              MONI                       240.2343642          .0000000         7.3019977        21.1867647          .2343917         1.6567244         4.1464090         4.5346766          .0570604          .0506629          .3122551 5.062291722670E-5         -.0172142 1.638045359596E-6 9.365228373249E-5 6.66937566920E-12 7.877649069371E-5         -.0015210 1.992088590238E-5 2.679548597791E-4
  MQF2E3              MONI                       250.6842686          .0000000        15.3812123         6.8111117         1.8810270        -1.4151556         4.3268788         4.7295282          .1804699          .1948516          .3472994 4.565059417451E-5         -.0290792 1.733243430528E-5 1.040425196203E-4 3.34278478562E-11 -1.07659537862E-5         -.0016926 2.878124263166E-5 -2.50284632554E-4
  MQD1E2              MONI                       255.8240225          .0000000         5.5161667        23.4142110         -.8375984         3.1525777         4.4381531         4.7860248          .1112743          .0564966          .2386224 1.138095106753E-4          .0290893 -1.26109583741E-5 7.147700496073E-5 6.33014744617E-11 9.204094870955E-4         -.0036515 -1.15153970801E-4 5.126994422490E-4
  MQF2E4              MONI                       259.5637764          .0000000        16.0907091         6.3715586        -1.9908537         1.4059483         4.5030983         4.8355354          .0649452          .0495105          .3473440 6.664585436754E-5          .0290893 -1.26072084840E-5 1.040509146164E-4 3.02313848702E-11 4.898911308060E-4         -.0035662 -1.15153970801E-4 9.432177985712E-4
  MQD3E4              MONI                       270.0136808          .0000000         7.2301154        21.3456887         -.1828885        -1.7772795         4.6778411         5.0456999          .1747428          .2101646          .3123126 2.414424014016E-5          .0172151 1.078502821451E-5 9.366307985723E-5 -1.0865231855E-11 1.595060345215E-4         -.0014989 3.483416928889E-5 -5.05061234090E-6
  MQF4E4              MONI                       274.8254620          .0000000        28.2575185        10.3391258        -2.6326340          .7884710         4.7364179         5.0943988          .0585767          .0486989          .6238858 5.526312648006E-5          .0546704 7.318688722098E-6 1.870278260725E-4 -1.9766548003E-11 2.486742578684E-4         -.0018271 -1.77998186099E-5 3.375118614400E-4
  MQEAE5              MONI                       279.4460260          .0000000        47.0271876         7.9476955         5.4693830        -1.2686107         4.7547742         5.1885927          .0183563          .0941938          .7849649 9.852525817194E-5         -.0959172 2.324385209204E-5 2.354079096543E-4 -3.2709649399E-11 -5.69845476549E-6         -.0010752 4.863394520347E-5 1.551741808574E-4
  MQD5E5              MONI                       285.1974250          .0000000         7.5080686        27.1137387          .4905505         2.1193299         4.8092051         5.2463933          .0544309          .0578006          .2665146 2.093517186223E-4         -.0422869 -1.49398751414E-5 7.997841319570E-5 -6.8019704847E-11 5.116247960357E-4         -.0017350 -2.61265430777E-5 1.890814463998E-4
  MQF6E3              MONI                       292.5092254          .0000000         9.1611081         6.9112065         -.7167916          .6401153         4.9807688         5.3360115          .1715637          .0896183          .1622735 1.546712309189E-5          .0134702 8.912813663374E-7 4.890272912751E-5 -3.1442298294E-11 3.197352199691E-4         -.0026862 -2.63432569230E-5 3.821044959198E-4
  MQD5E6              MONI                       300.7210258          .0000000         7.5109448        26.1157896         -.4904286        -2.0301093         5.1674310         5.4493145          .1866622          .1133030          .2655209 -1.28185277065E-4          .0421588 -2.97845175623E-6 7.982610085396E-5 -2.7830539022E-11 1.546976125708E-5         -.0031293 1.731454566386E-5 -1.79267416186E-4
  MQEAE6              MONI                       306.4724249          .0000000        47.0319460         7.6713397        -5.4694543         1.2079295         5.2218482         5.5093662          .0544172          .0600517          .7822243 -2.82050900067E-5          .0955924 1.976129676118E-5 2.349877938897E-4 -1.7809929062E-12 3.304301042972E-4         -.0029976 -5.69781199288E-5 6.724709803214E-4
  MQF4E5              MONI                       311.0929889          .0000000        28.2572006        10.3669783         2.6330777         -.8297545         5.2402037         5.6053304          .0183555          .0959641          .6217501 5.046282182287E-5         -.0544702 1.668974327511E-5 1.867004505875E-4 2.23214197276E-11 -7.18201943881E-5         -.0017460 3.178677875588E-5 5.695586029879E-5
  MQD3E5              MONI                       315.9047700          .0000000         7.2277578        21.8759310          .1831720         1.7904819         5.2987908         5.6533499          .0585871          .0480195          .3113110 1.266092437497E-4         -.0171336 -3.04010160920E-6 9.350929569913E-5 4.65310791545E-11 3.062062374153E-4         -.0018176 -4.11321341261E-7 1.703305036454E-4
  MQF2E5              MONI                       326.3546744          .0000000        16.0053287         6.3981466         1.9774166        -1.3599912         5.4742506         5.8557148          .1754598          .2023650          .3450037 -1.07682620742E-5         -.0287877 4.152425957758E-6 1.036984014785E-4 2.82954617815E-11 -2.97647487863E-4         -.0031852 -2.34442821882E-5 -4.23603106279E-4
  MQD1E3              MONI                       331.4944283          .0000000         5.4500464        22.8190539         -.7851103         3.0080875         5.5836920         5.9148827          .1094414          .0591679          .2376336 9.312048181205E-6          .0291133 2.274975510122E-6 7.132974192126E-5 3.77094562573E-11 4.353593733644E-4         -.0032471 -5.38615763733E-5 5.198036915330E-4
  MQF2E6              MONI                       335.2341822          .0000000        15.4659933         6.4818582        -1.8939300         1.3617447         5.6504420         5.9646134          .0667500          .0497307          .3464449 1.780974881628E-5          .0291133 2.276730258907E-6 1.039183761144E-4 1.08696094176E-11 2.339907434669E-4         -.0021785 -5.38615763733E-5 7.211723214458E-4
  MQT1TNE1            MONI                       345.6840866          .0000000         7.2823760        21.8456490         -.2222797        -1.7674975         5.8302561         6.1640775          .1798141          .1994641          .3131637 8.552794616921E-5          .0171601 1.411660902046E-5 9.379202601844E-5 -4.9112211159E-11 3.998638615733E-4         -.0023034 5.571993415925E-5 -1.92412542383E-4
  MQT2TNE1            MONI                       350.8918337          .0000000        20.1731582        28.5868240        -4.1493452         3.1644727         5.9092095         6.1940221          .0789535          .0299446          .5021836 1.296989432604E-4          .0950172 -8.81838235367E-6 1.503902404866E-4 -6.3137246368E-11          .0015060         -.0065919 -1.39955931087E-4 6.467151782224E-4
  MQTATNE1            MONI                       354.4092937          .0000000        46.5240189        14.8690230         4.4407917        -1.2270557         5.9255438         6.2243853          .0163343          .0303633          .7325857 1.134032361465E-4         -.0770152 1.570460816280E-5 2.194875997957E-4 -4.8980147965E-11 -6.85283657885E-4         -.0079942 -6.00786774204E-5 -7.75872086921E-4
  MQT3TNE1            MONI                       359.2821055          .0000000        15.9579433        27.1031758          .6200186         1.0835399         5.9558032         6.2611712          .0302594          .0367858          .3849273 1.781299051981E-4         -.0319073 -3.83942838282E-6 1.153882643372E-4 -6.8540038132E-11 -1.20987390349E-4         -.0070548 1.179486297882E-5 2.628389137939E-4
  MQT4TNE1            MONI                       367.4419758          .0000000        11.6148512        14.6975042         -.0874100          .4359422         6.0580121         6.3281476          .1022089          .0669764          .3274529 -1.20435569685E-4          .0238498 7.921605065005E-6 9.843793312536E-5 -4.6842290969E-11 -2.45900998771E-5         -.0046979 1.183005374052E-5 1.694240322222E-4
  MQTBTNE1            MONI                       371.4602122          .0000000        17.8965208         8.8079549        -1.1133527          .5386519         6.1040137         6.3842088          .0460015          .0560612          .4774431 -7.04431557535E-5          .0397447 1.323295579166E-5 1.436305852361E-4 -2.8990329292E-11 1.797052602673E-4         -.0039246 -4.71219721792E-6 3.889890043697E-4
  MQT5TNE             MONI                       375.4784486          .0000000        10.2146686        16.1274781          .9931492        -1.5037965         6.1483824         6.4432598          .0443687          .0590509          .3841718 -5.02802862898E-5         -.0342861 3.602546434395E-6 1.156138443653E-4 -2.3686732067E-11 -4.04511589604E-4         -.0030747 -5.98564574704E-6 -1.72588014616E-4
  MQTBTNE2            MONI                       380.6966849          .0000000        17.3930718         9.0403214         1.1163937         -.5781018         6.2131998         6.5127291          .0648175          .0694694          .4764675 8.200498770142E-6         -.0398379 1.232016176554E-5 1.434817176965E-4 -1.0970183639E-12 -1.48025821238E-4         -.0019797 2.720013243398E-5 1.647933538029E-5
  MQT4TNE2            MONI                       384.7149213          .0000000        11.1250458        15.2354611          .0965762         -.4544644         6.2609297         6.5670086          .0477298          .0542795          .3260671 5.633434010104E-5         -.0240032 1.001112076312E-5 9.822648973923E-5 1.58513932813E-11 4.346086195984E-5         -.0017594 2.957619534942E-5 -1.44508856818E-5
  MQT3TNE2            MONI                       392.8747916          .0000000        15.5827052        27.8218340         -.6432346        -1.0871687         6.3672264         6.6318132          .1062967          .0648046          .3822908 -2.42861133683E-5          .0317539 3.230229770080E-6 1.149859868635E-4 4.58493866226E-11 2.845051306014E-4         -.0041931 2.949758861840E-5 -2.54042556847E-4
  MQTATNE2            MONI                       397.7476034          .0000000        46.1641892        15.0564618        -4.4506449         1.2765271         6.3979732         6.6678817          .0307467          .0360685          .7279029 1.741576254774E-6          .0765572 5.651621322241E-6 2.187730800364E-4 4.14979987753E-11 6.896418647716E-4         -.0065362 -2.76325247351E-5 3.364396050410E-4
  MQT2TNE2            MONI                       401.2650634          .0000000        20.2025980        28.5606291         4.1103145        -3.1255277         6.4143592         6.6980671          .0163860          .0301853          .4990815 2.492818131280E-5         -.0943795 6.846677901888E-6 1.499169394847E-4 6.38812996833E-11         -.0012273         -.0067510 -1.41850947037E-4 -8.22187011797E-4
  MQT1TNE2            MONI                       406.4728105          .0000000         7.5664247        21.5386625          .2066641         1.7756072         6.4916236         6.7282409          .0772644          .0301738          .3115225 4.048366180530E-5         -.0169887 1.131289823839E-6 9.354107378542E-5 5.93263770809E-11 -1.05575066347E-4         -.0043011 1.873289412889E-5 2.762325156033E-4
  MQF2E7              MONI                       416.9227149          .0000000        15.4267933         6.4159468         1.9348275        -1.3873276         6.6657423         6.9339257          .1741187          .2056848          .3473343 -6.20138854148E-5         -.0290179 -1.67340592988E-6 1.040506385904E-4 1.66634183717E-11 -3.74642146531E-4         -.0023405 -3.42040068307E-5 -3.50905030439E-4
  MQD1E4              MONI                       422.0624688          .0000000         5.2622135        23.2312672         -.7889872         3.0467833         6.7800293         6.9924557          .1142870          .0585300          .2390270 -5.86175213072E-5          .0292321 1.527013844336E-5 7.154034871830E-5 9.80815505601E-12 -7.68455564489E-5         -.0013861 4.551299115395E-5 1.519264294766E-4
  MQF2E8              MONI                       425.8022227          .0000000        15.4713287         6.6364858        -1.9417214         1.3919472         6.8480244         7.0411322          .0679951          .0486765          .3482823 -1.53111961155E-6          .0292321 1.526865262567E-5 1.041961553526E-4 -5.0975357187E-12 9.331078297362E-5         -.0011669 4.551299115395E-5 -1.82299099589E-5
  MQD3E6              MONI                       436.2521271          .0000000         7.5619204        21.4588834         -.2034382        -1.7150660         7.0217918         7.2391478          .1737674          .1980156          .3127416 -6.29114287396E-5          .0170067 -2.51189979285E-6 9.372814067927E-5 -6.0088618128E-11 3.699838464387E-5         -.0043607 1.543079667861E-5 -4.29232998317E-4
  MQF4E6              MONI                       441.0639082          .0000000        29.4570853         9.9633149        -2.7233132          .8200207         7.0777803         7.2886515          .0559885          .0495037          .6235498 -2.96063774631E-5          .0545248 7.267032674998E-6 1.869765291611E-4 -4.1206079741E-11 4.670684209504E-4         -.0058796 -1.99678466000E-5 3.614275833475E-4
  MQEAE7              MONI                       445.6844722          .0000000        48.8504209         7.3858040         5.7007599        -1.1909638         7.0954193         7.3889825          .0176390          .1003309          .7849215 3.800991794318E-6         -.0958212 7.180618326400E-6 2.353992415389E-4 -2.5814500021E-11 -7.21814183002E-4         -.0059549 -6.89937880338E-5 -6.40412647889E-4
  MQD5E7              MONI                       451.4358713          .0000000         7.6434924        25.9164309          .5383082         1.9679484         7.1482909         7.4504913          .0528716          .0615088          .2670715 4.069458116176E-5         -.0421080 6.035077551019E-8 8.005999044507E-5 -2.7271798092E-11 -3.62930883622E-4         -.0032770 5.252517957740E-5 3.326192338256E-4
  MQF6E4              MONI                       458.7476717          .0000000         8.7855366         7.1514342         -.6946128          .5951433         7.3235083         7.5406640          .1752174          .0901727          .1641372 -1.01645709676E-5          .0136491 7.981927989740E-6 4.917841953439E-5 5.18911939932E-12 2.157429740931E-5 -9.97885053676E-4 5.261455399415E-5 -5.07368966417E-5
  MQD5E8              MONI                       466.9594721          .0000000         7.7765828        28.0470486         -.5326692        -2.1584341         7.5115317         7.6470379          .1880233          .1063739          .2664278 -1.26226517943E-4          .0420251 -1.15333513155E-5 7.996104736572E-5 5.08319805311E-11 3.578308099152E-5         -.0032338 2.036995499360E-5 -4.04224372728E-4
  MQEAE8              MONI                       472.7108711          .0000000        49.0706034         7.9758226        -5.7040599         1.3205178         7.5638095         7.7037202          .0522778          .0566823          .7831462 -7.26589966525E-5          .0956108 1.176448001649E-5 2.351263316292E-4 3.42923691329E-11 5.679365870348E-4         -.0054135 -2.42617997332E-5 3.217799514072E-4
  MQF4E7              MONI                       477.3314352          .0000000        29.4417649         9.9038467         2.7446772         -.7318865         7.5814133         7.8000443          .0176038          .0963241          .6221661 -6.79728012246E-5         -.0543959 -5.67872455398E-7 1.867638369216E-4 4.05780794684E-11 -6.24052820988E-4         -.0058832 -4.64313778293E-5 -5.20107316641E-4
  MQD3E7              MONI                       482.1432163          .0000000         7.4479430        20.3279900          .2172381         1.6868078         7.6378627         7.8511120          .0564494          .0510677          .3120887 -7.25718080056E-5         -.0169553 1.048537104646E-5 9.362782355146E-5 5.13218351130E-11 -4.29412763117E-4         -.0036000 4.995387634599E-5 2.990711590763E-4
